Date,AZN LN Equity,HSBA LN Equity,ULVR LN Equity,BP/ LN Equity,DGE LN Equity,GSK LN Equity,BATS LN Equity,RIO LN Equity,REL LN Equity,RKT LN Equity,LSEG LN Equity,NG/ LN Equity,CPG LN Equity,BA/ LN Equity,LLOY LN Equity,AAL LN Equity,BARC LN Equity,PRU LN Equity,FLTR LN Equity,AHT LN Equity,III LN Equity,TSCO LN Equity,RR/ LN Equity,SSE LN Equity,STAN LN Equity,VOD LN Equity,RTO LN Equity,IMB LN Equity,LGEN LN Equity,NWG LN Equity,AV/ LN Equity,INF LN Equity,IHG LN Equity,SGE LN Equity,BNZL LN Equity,SMT LN Equity,SN/ LN Equity,NXT LN Equity,SGRO LN Equity,CNA LN Equity,WPP LN Equity,BT/A LN Equity,HLMA LN Equity,ADM LN Equity,BRBY LN Equity,ABF LN Equity,SPX LN Equity,CRDA LN Equity,WTB LN Equity,ITRK LN Equity,UU/ LN Equity,MRO LN Equity,PSON LN Equity,SVT LN Equity,ENT LN Equity,SMIN LN Equity,IAG LN Equity,ANTO LN Equity,WEIR LN Equity,MKS LN Equity,FCIT LN Equity,DCC LN Equity,STJ LN Equity,SBRY LN Equity,LAND LN Equity,BDEV LN Equity,BKG LN Equity,KGF LN Equity,DPH LN Equity,TW/ LN Equity,IMI LN Equity,DPLM LN Equity,HWDN LN Equity,JD/ LN Equity,SMDS LN Equity,BEZ LN Equity,RS1 LN Equity,SDR LN Equity,UTG LN Equity
2016-09-19,5079.0,581.1,3583.5,426.3,2158.5,1664.569,4762.5,2359.0,1451.0,7217.0,2780.0,1165.636,1538.161,542.0,57.0,856.897,167.0,1175.981,8664.821,1238.0,640.5,223.44,253.773,1537.0,630.0,221.35,222.0,3964.0,212.8,200.2,579.079,672.54,3584.093,735.5,2306.0,312.7,1241.0,5040.0,422.091,227.6,1798.0,384.65,1040.0,2051.0,1331.0,2723.0,4454.0,3388.685,3513.809,3517.0,987.5,397.234,801.0,2439.0,721.5,1367.0,275.668,500.5,1536.0,305.194,500.0,6875.0,953.5,246.5,1090.133,479.0,2617.0,376.7,1379.0,150.1,1084.0,885.5,430.9,56.72,377.854,399.8,345.0,462.4,625.0
2016-09-20,5112.0,583.4,3579.0,423.95,2181.0,1664.063,4812.5,2360.0,1468.0,7250.0,2797.0,1170.0,1552.721,544.5,56.44,853.612,166.45,1171.281,8792.679,1216.0,644.0,225.34,251.542,1540.0,626.5,222.7,222.3,4007.0,214.7,197.831,575.526,671.159,3606.081,740.5,2303.0,315.2,1248.0,4897.0,429.262,227.3,1804.0,388.35,1040.0,2080.0,1379.0,2713.0,4490.0,3471.66,3494.049,3534.0,998.0,395.455,790.0,2453.0,769.0,1368.0,265.856,492.7,1565.0,304.524,503.5,6940.0,963.0,244.5,1106.133,478.7,2603.0,368.8,1364.0,151.7,1082.0,875.5,432.1,57.6,377.668,400.4,343.2,460.19,623.5
2016-09-21,5066.0,588.7,3549.0,424.3,2183.5,1648.384,4796.0,2411.0,1449.0,7142.0,2829.0,1153.636,1540.241,533.5,57.1,884.568,171.6,1191.364,8738.585,1182.0,649.0,225.023,249.14,1524.0,636.4,224.0,221.1,3929.0,222.6,197.292,589.079,672.54,3558.806,739.0,2289.0,319.4,1235.0,4909.0,429.357,226.7,1810.0,391.1,1043.0,2080.0,1368.0,2677.0,4463.0,3471.66,3439.065,3505.0,986.0,399.013,782.0,2438.0,756.0,1390.0,267.182,496.1,1582.0,302.324,503.5,6900.0,971.0,249.4,1104.0,484.9,2600.0,380.7,1364.0,151.8,1082.0,884.5,431.7,57.4,378.598,404.8,346.2,465.63,615.0
2016-09-22,5157.0,577.3,3625.5,434.6,2209.0,1668.11,4863.0,2490.0,1460.0,7214.0,2853.0,1178.727,1550.641,537.5,57.15,916.22,173.2,1209.312,8832.02,1198.0,652.5,229.203,251.542,1554.0,651.7,223.5,223.2,3955.0,224.2,200.846,595.263,663.794,3584.093,747.0,2327.0,320.6,1263.0,4911.0,435.38,228.6,1832.0,397.0,1051.0,2095.0,1404.0,2706.0,4501.0,3476.782,3410.714,3563.0,1003.0,405.534,774.0,2473.0,754.5,1415.0,270.563,517.5,1597.0,308.541,506.0,6945.0,976.0,251.7,1129.6,487.0,2599.0,383.5,1342.0,153.4,1086.0,892.0,431.9,57.72,375.9,398.7,344.9,468.18,626.0
2016-09-23,5170.0,574.3,3631.5,436.9,2225.0,1672.156,4939.0,2519.0,1464.0,7199.0,2829.0,1172.181,1554.801,524.5,55.98,946.578,171.4,1203.329,8782.843,1230.0,645.0,229.963,247.939,1534.0,639.1,220.7,222.5,3989.5,224.0,196.646,594.737,654.587,3611.578,739.0,2317.0,324.0,1267.0,4822.0,432.13,227.4,1822.0,397.6,1039.0,2087.0,1401.0,2665.0,4472.0,3512.636,3383.222,3544.0,1001.0,407.313,758.0,2472.0,747.0,1420.0,269.038,516.0,1591.0,306.724,506.0,6980.0,972.5,253.9,1121.067,497.2,2623.0,382.9,1332.0,155.5,1074.0,877.0,430.1,57.76,370.876,391.7,344.5,465.8,626.5
2016-09-26,5099.0,569.2,3599.5,432.0,2211.0,1652.43,4885.0,2483.5,1450.0,7183.0,2844.0,1177.09,1529.841,519.5,54.25,926.472,168.1,1175.981,8536.963,1201.0,639.5,223.503,244.336,1528.0,625.7,220.2,220.9,3972.5,218.6,191.154,576.447,655.047,3405.988,732.0,2287.0,322.1,1238.0,4726.0,427.541,225.4,1777.0,389.75,1037.0,2083.0,1409.0,2625.0,4413.0,3493.172,3311.056,3487.0,986.0,406.127,726.0,2463.0,737.5,1403.0,261.546,507.0,1572.0,299.933,502.0,6825.0,953.0,248.7,1115.733,476.9,2546.0,368.0,1328.0,149.2,1053.0,838.0,423.5,57.6,366.317,392.9,341.5,455.09,623.0
2016-09-27,5058.0,577.1,3640.5,428.2,2215.0,1656.477,4898.0,2460.0,1443.0,7210.0,2800.0,1192.909,1537.121,520.0,54.64,912.537,165.95,1162.734,8532.046,1219.0,637.0,225.15,243.992,1539.0,610.1,221.05,220.6,3980.0,216.2,188.031,572.368,655.047,3446.666,728.5,2283.0,323.8,1240.0,4748.0,430.791,223.6,1787.0,387.0,1037.0,2062.0,1403.0,2599.0,4412.0,3501.368,3318.788,3481.0,995.5,402.57,750.0,2486.0,739.5,1387.0,261.745,501.0,1548.0,296.395,499.8,6850.0,951.0,250.8,1123.2,484.2,2544.0,367.6,1323.0,150.5,1038.0,840.0,418.4,57.92,363.246,390.8,340.1,451.69,627.0
2016-09-28,5122.0,571.6,3655.5,432.25,2222.0,1674.179,4943.5,2525.5,1455.0,7180.0,2801.0,1194.545,1552.721,526.0,55.53,919.405,166.1,1179.4,8581.222,1233.0,640.5,225.023,246.223,1543.0,621.4,223.1,221.5,3930.0,219.0,189.969,581.184,665.635,3431.274,732.0,2290.0,328.2,1252.0,4781.0,428.688,224.3,1819.0,391.75,1043.0,2072.0,1387.0,2587.0,4447.0,3507.514,3345.421,3488.0,995.5,403.163,755.0,2483.0,743.0,1443.0,264.53,506.0,1571.0,300.22,503.0,6885.0,961.5,241.0,1118.933,493.6,2574.0,371.7,1372.0,153.7,1046.0,875.5,432.1,58.56,362.874,393.9,341.2,454.41,630.5
2016-09-29,5026.0,578.3,3651.5,451.0,2223.5,1666.592,4946.5,2634.0,1465.0,7205.0,2833.0,1206.545,1555.841,524.0,55.49,975.543,167.3,1188.373,8561.551,1249.0,650.0,227.937,244.507,1577.0,630.8,222.5,223.0,3960.5,218.8,190.723,583.816,659.651,3436.771,734.0,2277.0,328.5,1238.0,4801.0,426.776,231.8,1823.0,391.3,1047.0,2084.0,1353.0,2605.0,4490.0,3547.465,3328.239,3500.0,1002.0,413.242,749.5,2509.0,734.0,1460.0,261.546,522.5,1658.0,307.106,504.0,6930.0,965.0,242.4,1114.667,472.9,2506.0,373.5,1378.0,150.0,1065.0,896.5,428.2,59.0,356.454,389.3,341.5,459.0,629.5
2016-09-30,5004.0,578.7,3654.5,450.0,2210.5,1662.04,4930.0,2574.5,1463.0,7265.0,2800.0,1191.272,1554.801,524.0,54.55,963.101,167.8,1167.862,8556.634,1271.0,650.5,231.737,247.081,1568.0,628.3,221.75,222.3,3973.5,218.7,192.554,579.605,655.508,3496.14,738.0,2280.0,326.7,1244.0,4776.0,433.85,228.2,1814.0,389.05,1049.0,2049.0,1379.0,2600.0,4495.0,3568.977,3364.322,3489.0,1003.0,413.835,753.0,2505.0,742.0,1464.0,264.397,524.0,1700.0,316.671,501.0,7025.0,948.0,245.8,1128.533,494.3,2580.0,376.9,1393.0,154.1,1074.0,879.0,432.3,59.08,357.57,387.1,339.5,458.32,634.5
2016-10-03,5041.0,587.6,3708.0,458.4,2245.0,1684.295,4983.0,2606.5,1485.0,7290.0,2880.0,1202.181,1583.921,531.5,54.71,990.771,168.2,1192.219,8689.409,1287.0,652.0,234.713,253.086,1573.0,634.2,224.9,225.4,4042.5,216.6,193.092,584.868,664.714,3604.982,752.0,2334.0,333.4,1269.0,4743.0,435.189,230.6,1832.0,385.1,1070.0,2093.0,1397.0,2603.0,4536.0,3649.904,3396.109,3542.0,1000.0,413.242,763.0,2499.0,748.0,1496.0,263.138,535.5,1748.0,311.793,508.5,7075.0,969.5,245.0,1128.533,501.0,2570.0,378.6,1417.0,155.6,1091.0,909.0,441.4,60.08,363.432,393.0,345.4,470.9,642.0
2016-10-04,5025.0,596.2,3763.5,467.95,2268.0,1715.655,5042.0,2619.0,1502.0,7397.0,2922.0,1201.636,1609.921,545.5,54.77,981.714,169.25,1203.757,8817.267,1301.0,670.0,239.02,260.979,1582.0,649.6,227.8,230.6,4090.0,220.5,196.431,588.947,671.159,3652.257,756.0,2389.0,334.2,1281.0,4805.0,440.352,230.5,1850.0,389.2,1093.0,2110.0,1420.0,2636.0,4669.0,3712.392,3408.137,3727.0,994.5,415.613,802.5,2496.0,749.5,1510.0,261.016,532.0,1775.0,314.567,514.5,7170.0,970.5,250.2,1124.267,513.0,2590.0,386.2,1418.0,158.7,1129.0,936.0,447.8,61.64,363.897,400.5,352.4,478.72,650.5
2016-10-05,5042.0,601.0,3688.5,472.0,2220.5,1708.573,4881.0,2640.5,1468.0,7237.0,2846.0,1177.09,1556.881,538.0,54.7,1006.299,172.45,1220.422,8654.986,1308.0,673.5,262.327,258.92,1552.0,661.4,225.05,229.1,3953.0,222.1,197.939,596.579,667.476,3589.59,744.5,2338.0,332.4,1265.0,4805.0,428.688,225.3,1819.0,381.25,1086.0,2077.0,1436.0,2593.0,4595.0,3644.782,3369.476,3690.0,951.0,426.285,797.5,2417.0,743.0,1517.0,263.071,539.5,1746.0,322.983,511.0,7220.0,979.0,248.3,1090.133,511.5,2575.0,380.4,1410.0,155.4,1118.0,937.0,443.1,62.92,364.456,393.8,364.2,479.91,635.5
2016-10-06,5026.0,602.6,3694.0,473.5,2220.0,1699.975,4863.0,2619.5,1463.0,7214.0,2831.0,1154.181,1541.281,537.0,54.99,993.757,174.25,1221.704,8645.151,1308.0,671.0,255.74,260.808,1518.0,655.1,222.5,228.4,3887.5,221.6,199.769,583.289,670.699,3581.894,740.0,2346.0,333.9,1222.0,4747.0,425.437,218.7,1804.0,373.85,1086.0,2068.0,1425.0,2556.0,4578.0,3699.075,3335.971,3691.0,930.0,426.878,794.0,2370.0,752.0,1512.0,252.795,536.5,1749.0,316.192,510.0,7205.0,969.0,244.9,1080.533,505.0,2567.0,375.2,1407.0,153.4,1117.0,920.0,435.6,62.96,370.504,386.8,363.5,476.68,617.0
2016-10-07,5086.0,619.5,3719.5,486.0,2231.5,1728.805,4873.5,2676.5,1468.0,7270.0,2800.0,1134.0,1552.721,540.5,52.5,1016.252,173.6,1229.823,8350.094,1322.0,675.0,254.853,266.127,1516.0,673.9,223.55,226.3,3858.5,221.4,195.892,591.974,675.302,3573.099,741.5,2324.0,338.0,1241.0,4520.0,420.37,215.2,1806.0,367.75,1113.0,2066.0,1464.0,2505.0,4561.0,3727.758,3256.072,3710.0,920.0,427.471,807.5,2325.0,750.5,1525.0,241.856,550.0,1756.0,303.185,514.5,7165.0,963.0,232.0,1051.733,479.7,2455.0,371.0,1396.0,147.7,1110.0,903.0,419.9,62.08,385.484,382.0,362.4,470.9,605.0
2016-10-10,5096.0,624.8,3751.5,494.45,2238.0,1742.462,4858.5,2732.5,1475.0,7295.0,2816.0,1138.909,1557.921,547.5,52.38,1037.652,172.3,1232.814,8389.435,1347.0,672.5,257.26,269.558,1516.0,678.7,225.75,226.5,3855.0,218.1,192.339,589.342,673.0,3574.198,741.0,2325.0,338.0,1249.0,4534.0,416.642,216.0,1836.0,373.0,1126.0,2043.0,1479.0,2493.0,4585.0,3758.49,3237.172,3714.0,913.0,433.993,812.5,2296.0,760.0,1528.0,240.464,559.0,1776.0,307.489,519.0,7170.0,949.0,233.8,1035.733,470.8,2390.0,370.0,1389.0,143.8,1100.0,923.5,411.2,62.56,383.995,381.3,362.8,470.73,595.0
2016-10-11,5051.0,618.5,3754.0,486.75,2228.5,1738.921,4883.5,2679.5,1456.0,7409.0,2829.0,1148.727,1555.841,544.0,53.64,1026.206,172.4,1228.969,8507.458,1333.0,669.0,255.993,265.784,1512.0,668.7,226.0,225.6,3890.5,214.7,194.923,588.421,665.0,3566.502,737.0,2323.0,335.4,1244.0,4712.0,415.686,212.2,1828.0,373.15,1123.0,2024.0,1516.0,2504.0,4572.0,3748.246,3339.407,3689.0,922.5,441.7,817.0,2315.0,750.0,1510.0,249.348,557.0,1756.0,317.531,521.0,7080.0,942.5,232.8,1047.467,479.7,2432.0,370.0,1399.0,147.7,1098.0,923.5,412.5,62.96,383.995,380.9,364.0,475.32,593.0
2016-10-12,4958.5,616.5,3723.5,484.8,2200.5,1719.701,4839.0,2707.5,1447.0,7347.0,2795.0,1141.636,1536.081,541.0,53.03,1035.662,168.45,1238.797,8482.87,1329.0,666.0,254.853,258.749,1519.0,655.1,223.65,225.0,3900.5,217.0,190.508,599.605,654.5,3564.303,730.5,2308.0,333.3,1217.0,4675.0,407.559,215.5,1820.0,369.9,1106.0,2024.0,1516.0,2463.0,4553.0,3742.099,3264.664,3642.0,915.0,429.25,808.0,2296.0,732.5,1485.0,251.535,556.5,1759.0,313.801,523.0,6925.0,946.0,233.3,1033.6,474.0,2391.0,368.0,1384.0,143.7,1077.0,922.0,406.9,63.28,382.134,381.1,371.2,474.98,590.0
2016-10-13,4950.5,608.9,3596.5,485.0,2198.5,1719.701,4882.0,2576.0,1453.0,7333.0,2827.0,1153.09,1551.681,536.0,52.53,985.994,166.5,1181.109,8630.398,1347.0,658.5,247.127,257.891,1526.0,641.3,223.9,226.3,3908.5,211.2,183.508,583.553,647.5,3559.906,727.5,2321.0,331.0,1230.0,4579.0,414.252,209.6,1816.0,368.0,1109.0,2004.0,1500.0,2435.0,4513.0,3753.368,3302.465,3615.0,940.5,419.764,814.0,2340.0,731.5,1474.0,246.298,539.5,1734.0,305.289,516.5,7015.0,931.5,231.2,1052.267,483.2,2425.0,364.5,1370.0,146.2,1072.0,938.0,404.7,63.48,378.412,378.8,366.6,464.78,602.0
2016-10-14,4947.0,619.6,3547.5,489.5,2190.0,1710.597,4886.5,2596.0,1460.0,7392.0,2843.0,1165.09,1555.841,543.0,52.43,1001.322,170.15,1184.955,8709.079,1315.0,657.0,258.02,262.352,1548.0,652.1,225.05,226.1,3890.0,210.8,186.092,586.579,663.5,3558.806,730.0,2319.0,335.4,1240.0,4602.0,413.487,211.3,1827.0,375.3,1099.0,2026.0,1530.0,2461.0,4562.0,3750.295,3293.874,3615.0,944.0,418.578,832.5,2345.0,734.0,1480.0,251.535,520.0,1734.0,312.749,519.0,6940.0,925.5,232.9,1060.267,482.7,2446.0,363.9,1380.0,145.0,1071.0,940.5,407.5,62.48,377.482,377.0,367.2,470.73,601.0
2016-10-17,4974.5,613.6,3504.5,483.75,2174.0,1684.295,4817.5,2588.5,1451.0,7359.0,2812.0,1157.454,1537.121,541.0,52.82,1007.792,169.55,1168.717,8556.634,1304.0,650.0,254.98,265.44,1537.0,658.4,224.45,223.7,3818.0,205.7,183.508,576.842,661.0,3519.227,722.5,2287.0,333.8,1223.0,4504.0,411.479,210.1,1805.0,378.65,1094.0,1949.0,1512.0,2450.0,4551.0,3701.124,3255.213,3588.0,935.0,414.428,762.5,2320.0,734.5,1474.0,250.276,517.0,1728.0,305.959,516.5,6750.0,917.0,229.3,1052.267,468.7,2406.0,360.1,1382.0,142.4,1066.0,929.5,406.6,61.44,373.946,373.8,360.1,466.31,591.0
2016-10-18,5002.0,622.9,3495.5,485.9,2173.0,1686.318,4798.0,2615.5,1448.0,7327.0,2812.0,1154.181,1537.121,546.0,53.94,1024.713,174.0,1176.836,8512.375,1315.0,650.5,263.847,261.151,1566.0,676.8,226.15,225.4,3836.5,210.0,191.262,579.079,677.0,3552.21,728.5,2299.0,336.0,1235.0,4744.0,418.936,215.4,1802.0,384.65,1088.0,1963.0,1403.0,2483.0,4617.0,3700.099,3300.747,3568.0,950.0,419.171,745.0,2355.0,725.0,1484.0,256.375,522.5,1736.0,319.157,517.5,6695.0,932.5,235.0,1067.733,483.8,2458.0,361.5,1390.0,146.7,1075.0,936.5,416.3,63.0,378.412,377.8,369.0,478.89,595.0
2016-10-19,4940.5,624.7,3467.5,490.15,2180.5,1684.295,4777.0,2623.5,1460.0,7135.0,2813.0,1164.545,1562.081,553.5,54.87,1049.597,177.4,1183.673,8507.458,1322.0,654.5,272.143,262.867,1586.0,685.3,223.95,235.5,3825.5,208.1,193.846,574.868,670.5,3598.385,726.0,2312.0,337.0,1232.0,4873.0,417.024,216.2,1820.0,380.0,1087.0,1970.0,1462.0,2490.0,4612.0,3720.587,3267.241,3570.0,955.5,423.321,761.0,2357.0,709.0,1480.0,260.618,521.0,1745.0,323.939,522.5,6755.0,933.5,237.9,1067.733,493.5,2513.0,363.8,1390.0,150.5,1074.0,936.0,412.8,62.96,380.459,378.6,372.0,476.85,600.0
2016-10-20,4977.5,621.5,3489.0,490.05,2190.0,1684.801,4803.0,2618.5,1459.0,7144.0,2842.0,1166.727,1552.721,541.5,55.56,1059.052,183.1,1194.783,8522.21,1343.0,662.0,266.76,262.867,1599.0,699.2,223.5,235.1,3862.0,210.9,200.631,578.947,668.0,3545.613,717.5,2289.0,337.0,1233.0,4856.0,423.334,218.9,1755.0,376.8,1067.0,1967.0,1450.0,2528.0,4539.0,3711.368,3287.001,3520.0,953.5,416.799,765.5,2371.0,719.5,1436.0,265.789,512.5,1768.0,323.939,521.0,6640.0,927.5,238.7,1088.0,484.2,2478.0,361.6,1383.0,146.8,1030.0,931.0,401.5,62.36,376.924,379.0,362.7,477.36,598.0
2016-10-21,4952.0,626.4,3486.5,492.75,2178.5,1677.72,4666.0,2668.5,1454.0,7235.0,2865.0,1163.454,1544.401,539.5,55.14,1088.913,183.2,1183.673,8428.776,1325.0,661.0,267.013,259.092,1598.0,705.6,223.55,234.7,3965.5,209.3,204.615,579.605,683.0,3474.151,722.5,2256.0,337.1,1222.0,4810.0,421.231,216.5,1749.0,380.35,1058.0,1968.0,1495.0,2522.0,4567.0,3686.782,3260.368,3501.0,954.0,414.428,775.5,2366.0,705.5,1436.0,264.994,518.5,1762.0,319.827,523.5,6580.0,939.0,240.9,1078.4,478.9,2453.0,357.5,1373.0,145.6,1026.0,931.0,402.7,62.44,374.411,378.0,365.8,477.02,597.0
2016-10-24,4851.0,624.3,3471.5,486.95,2178.0,1660.017,4678.5,2675.5,1441.0,7225.0,2871.0,1142.181,1526.721,540.0,54.97,1060.545,183.5,1197.347,8364.847,1310.0,663.5,266.823,256.003,1576.0,711.9,223.4,235.2,3930.0,210.0,202.462,585.921,674.5,3458.76,721.5,2239.0,339.3,1213.0,4807.0,420.657,213.9,1721.0,377.7,1050.0,1957.0,1463.0,2475.0,4541.0,3661.173,3301.606,3450.0,933.0,410.277,761.5,2324.0,703.5,1444.0,268.375,525.0,1754.0,319.54,525.5,6705.0,949.0,242.6,1084.8,475.6,2393.0,357.6,1361.0,143.7,1031.0,925.5,398.5,62.4,375.156,378.4,369.1,483.65,597.0
2016-10-25,4811.5,626.3,3477.5,495.15,2203.5,1648.384,4718.5,2796.0,1459.0,7247.0,2890.0,1153.636,1528.801,540.5,55.35,1108.82,183.7,1198.629,8374.682,1305.0,664.0,266.19,253.601,1579.0,705.4,226.0,234.0,3919.5,208.6,207.092,590.132,670.0,3473.052,725.0,2225.0,341.4,1208.0,4720.0,426.776,215.8,1704.0,387.7,1044.0,1958.0,1460.0,2440.0,4495.0,3678.587,3177.892,3439.0,934.5,405.534,746.5,2325.0,679.0,1447.0,266.386,540.5,1739.0,319.827,525.0,6705.0,964.0,240.2,1093.333,469.0,2357.0,358.3,1351.0,142.8,1009.0,917.0,381.0,62.36,380.087,375.2,372.1,485.69,597.5
2016-10-26,4777.0,622.5,3453.0,487.95,2190.0,1645.349,4583.0,2791.0,1429.0,7204.0,2868.0,1145.454,1518.401,541.0,55.88,1086.922,181.8,1193.501,8256.66,1275.0,653.5,270.497,252.743,1582.0,698.0,226.25,232.9,3880.5,209.6,208.6,590.263,665.5,3441.169,713.0,2197.0,338.7,1189.0,4730.0,418.841,215.3,1693.0,387.6,1027.0,1924.0,1474.0,2459.0,4453.0,3599.709,3030.982,3454.0,930.0,399.605,748.5,2307.0,686.0,1433.0,280.242,523.0,1732.0,327.383,522.0,6675.0,960.0,243.4,1070.933,475.9,2350.0,359.3,1351.0,141.3,995.0,917.5,375.5,61.96,373.574,369.0,372.2,484.67,589.0
2016-10-27,4614.5,627.5,3438.5,493.5,2189.0,1649.395,4611.0,2796.5,1462.0,7319.0,2850.0,1154.181,1518.401,544.0,57.5,1096.876,190.5,1192.646,8261.577,1270.0,659.5,271.383,254.116,1582.0,700.7,226.1,229.2,3938.0,210.1,211.508,590.658,670.5,3445.567,714.5,2186.0,338.7,1193.0,4806.0,415.877,215.1,1709.0,379.25,1049.0,1925.0,1468.0,2473.0,4394.0,3605.855,3033.56,3431.0,928.0,396.641,743.0,2307.0,699.0,1420.0,274.143,525.0,1711.0,325.278,522.0,6670.0,960.5,244.0,1050.667,438.9,2330.0,358.1,1347.0,138.9,986.5,911.5,371.5,60.68,372.737,366.8,364.2,483.65,582.0
2016-10-28,4617.0,624.5,3442.5,492.15,2187.5,1646.361,4707.5,2831.5,1472.0,7325.0,2832.0,1155.272,1532.961,542.5,57.74,1094.387,191.3,1169.999,8310.753,1263.0,665.0,273.283,252.057,1587.0,702.6,227.45,229.2,3993.0,211.8,208.923,587.895,671.5,3456.561,721.5,2175.0,341.5,1209.0,4974.0,418.841,214.3,1708.0,378.75,1046.0,1898.0,1471.0,2507.0,4394.0,3592.538,3126.345,3435.0,938.0,403.756,762.5,2310.0,694.5,1427.0,290.386,531.0,1701.0,331.591,526.0,6595.0,953.0,254.0,1058.133,456.7,2374.0,363.3,1342.0,143.1,989.0,928.0,378.0,61.4,369.852,365.5,381.6,483.82,562.5
2016-10-31,4588.0,616.2,3418.0,483.7,2179.5,1637.256,4691.5,2839.5,1461.0,7313.0,2810.0,1161.818,1540.241,542.5,57.26,1125.741,190.3,1140.514,8330.424,1278.0,671.0,266.95,249.312,1591.0,711.9,224.8,228.3,3955.5,209.4,203.646,582.632,672.5,3490.643,721.5,2199.0,338.0,1183.0,4816.0,417.98,214.2,1778.0,375.95,1048.0,1917.0,1475.0,2462.0,4412.0,3583.319,3105.726,3418.0,940.0,400.198,757.5,2328.0,696.5,1418.0,287.999,543.0,1700.0,325.661,522.0,6665.0,945.0,250.9,1065.6,453.7,2359.0,361.3,1345.0,141.7,994.0,937.5,374.9,60.76,371.062,364.0,372.6,479.23,553.5
2016-11-01,4512.0,612.5,3443.5,462.05,2159.5,1622.588,4621.0,2844.0,1446.0,7252.0,2815.0,1145.454,1523.601,538.5,56.24,1118.276,186.7,1147.778,8453.364,1259.0,666.5,270.053,249.14,1579.0,673.3,221.7,227.7,3916.5,209.5,200.954,577.5,682.0,3433.473,707.0,2200.0,334.1,1156.0,4810.0,408.229,213.9,1758.0,371.15,1044.0,1922.0,1471.0,2475.0,4374.0,3558.733,3114.317,3357.0,923.5,393.677,749.0,2288.0,700.5,1401.0,293.767,553.0,1660.0,327.287,521.0,6605.0,946.0,253.7,1049.067,469.1,2390.0,364.0,1319.0,146.8,981.5,928.5,382.6,61.4,368.177,367.0,370.0,477.53,549.0
2016-11-02,4525.5,604.2,3414.0,457.3,2132.5,1625.117,4588.5,2830.0,1431.0,7214.0,2788.0,1121.454,1515.281,535.0,55.15,1125.243,182.05,1136.668,8399.27,1235.0,654.5,265.05,247.081,1563.0,644.1,218.5,225.2,3907.0,207.6,196.754,566.053,684.0,3396.093,697.0,2169.0,328.6,1154.0,4979.0,411.384,211.1,1738.0,372.2,1033.0,1902.0,1455.0,2525.0,4368.0,3545.416,3077.375,3317.0,914.5,396.641,751.5,2263.0,686.0,1416.0,292.64,550.0,1604.0,325.47,518.5,6555.0,924.0,252.9,1048.533,464.7,2381.0,362.5,1342.0,145.7,975.0,926.5,381.9,61.8,366.503,364.0,370.6,473.62,553.5
2016-11-03,4434.5,597.4,3355.0,451.35,2070.5,1572.009,4567.0,2788.5,1391.0,7085.0,2743.0,1113.272,1477.841,534.5,56.03,1094.885,185.3,1146.496,8438.611,1234.0,653.0,266.0,242.791,1563.0,645.5,217.5,222.3,3843.0,213.6,208.815,567.895,679.0,3369.707,690.5,2131.0,321.4,1145.0,5090.0,410.332,213.9,1707.0,371.35,1029.0,1909.0,1420.0,2531.0,4324.0,3449.124,3164.146,3265.0,922.0,394.862,736.0,2265.0,688.5,1400.0,298.872,544.0,1590.0,335.895,515.0,6440.0,939.0,258.6,1074.133,469.0,2427.0,367.1,1327.0,147.1,969.5,920.5,360.0,63.08,368.736,369.6,370.2,476.17,561.0
2016-11-04,4368.0,594.8,3318.0,446.45,2058.5,1546.213,4520.0,2727.5,1383.0,6980.0,2707.0,1109.454,1446.641,539.0,55.46,1066.518,181.35,1114.874,8787.761,1217.0,632.0,256.5,244.507,1571.0,632.9,213.65,220.0,3821.0,207.7,199.231,551.184,677.5,3321.333,683.5,2100.0,315.4,1125.0,4942.0,402.492,210.4,1695.0,361.55,1014.0,1873.0,1415.0,2470.0,4261.0,3338.489,3055.038,3221.0,923.5,394.269,726.0,2247.0,673.0,1372.0,288.198,531.5,1580.0,329.104,509.5,6325.0,908.5,254.8,1046.4,457.3,2345.0,358.7,1287.0,141.7,948.0,920.0,356.0,62.72,357.756,361.9,360.0,471.07,555.0
2016-11-07,4430.5,622.3,3360.5,453.45,2072.0,1566.951,4545.0,2825.0,1397.0,7106.0,2763.0,1100.181,1467.441,550.0,56.07,1117.28,185.2,1150.342,8950.042,1232.0,640.0,253.587,248.454,1575.0,649.2,215.9,222.9,3803.0,212.8,200.846,563.684,679.5,3386.198,683.5,2133.0,320.6,1144.0,4988.0,408.515,209.1,1728.0,361.1,1023.0,1876.0,1470.0,2489.0,4316.0,3325.172,3059.333,3255.0,914.5,395.455,732.0,2231.0,676.5,1395.0,295.226,565.0,1611.0,333.791,515.0,6375.0,924.0,255.6,1061.333,462.0,2376.0,357.6,1287.0,142.3,934.0,920.5,358.8,62.6,361.571,363.0,361.8,478.89,560.0
